AD,Android Rules,Basic Rules,Brace Rules,CBO,CBOI,CC,CCL,CCO,CD,CI,CLC,CLLC,CLOC,Clone Implementation Rules,Clone Metric Rules,Code Size Rules,Cohesion Metric Rules,Column,Comment Rules,Complexity Metric Rules,Controversial Rules,Coupling Metric Rules,Coupling Rules,DIT,DLOC,Design Rules,Documentation Metric Rules,Empty Code Rules,EndColumn,EndLine,Finalizer Rules,Import Statement Rules,Inheritance Metric Rules,J2EE Rules,JUnit Rules,Jakarta Commons Logging Rules,Java Logging Rules,JavaBean Rules,LCOM5,LDC,LLDC,LLOC,LOC,Line,MigratingToJUnit4 Rules,Migration Rules,Migration13 Rules,Migration14 Rules,Migration15 Rules,NA,NG,NII,NL,NLA,NLE,NLG,NLM,NLPA,NLPM,NLS,NM,NOA,NOC,NOD,NOI,NOP,NOS,NPA,NPM,NS,Naming Rules,Number of bugs,Optimization Rules,PDA,PUA,RFC,Security Code Guideline Rules,Size Metric Rules,Strict Exception Rules,String and StringBuffer Rules,TCD,TCLOC,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,Type Resolution Rules,Unnecessary and Unused Code Rules,Vulnerability Rules,WMC,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor
0.07692310000000001,0,0,9,48,3,0.10775499999999999,1,4,0.0438596,2,0.108333,0.12621400000000002,10,0,14,0,1,1,0,0,9,3,0,1,2,42,33,0,2,322,0,0,0,0,0,0,0,0,2,26,26,218,240,83,0,0,0,0,0,9,5,4,2,9,2,5,15,3,12,2,15,1,0,0,26,1,114,3,12,2,3,0,0,1,12,41,0,6,3,1,0.0438596,10,218,240,9,5,9,5,15,3,12,2,15,114,3,12,2,0,0,0,44,0,0,57,6,61
0.12,0,0,0,16,1,0.0,0,0,0.0566038,0,0.0,0.0,3,0,0,0,1,1,0,0,0,1,0,1,3,21,45,0,2,129,0,0,0,0,0,0,0,0,16,0,0,50,79,51,0,0,0,0,0,0,17,0,0,0,0,7,24,0,24,0,35,1,1,3,0,1,24,0,35,1,4,0,0,3,22,24,0,4,0,0,0.0566038,3,50,79,0,17,0,7,24,0,24,0,35,24,0,35,1,0,0,0,24,0,0,51,21,4
0.259259,0,0,4,11,32,0.0,0,0,0.165899,0,0.0,0.0,36,0,0,0,0,1,0,0,1,1,0,0,28,13,51,0,2,304,0,0,0,0,0,0,0,0,1,0,0,181,252,53,0,0,0,0,0,9,10,42,2,9,2,10,31,8,26,0,31,0,0,0,19,0,100,8,26,0,1,0,0,7,20,50,0,11,2,1,0.165899,36,181,252,9,10,9,10,31,8,26,0,31,100,8,26,0,0,0,0,46,0,0,63,3,19
0.14285699999999998,0,0,0,11,1,0.0,0,0,0.107143,0,0.0,0.0,3,0,0,0,1,1,0,0,0,1,0,0,3,0,39,0,2,96,0,0,0,0,0,0,0,0,17,0,0,25,49,48,0,0,0,0,0,1,2,17,0,1,0,2,20,1,20,0,20,0,0,0,0,0,20,1,20,0,1,0,0,3,18,20,0,5,0,0,0.107143,3,25,49,1,2,1,2,20,1,20,0,20,20,1,20,0,0,0,0,20,0,0,46,0,1
0.0,0,0,2,8,1,0.360743,1,10,0.0384615,2,0.282353,0.32,3,0,12,0,0,1,0,3,1,1,0,0,0,15,9,0,2,127,0,0,0,0,0,0,0,0,1,24,24,75,85,43,0,0,0,0,0,1,0,1,4,1,4,0,3,0,2,0,3,0,0,0,27,0,45,0,2,0,0,0,0,0,3,30,0,0,0,0,0.0384615,3,75,85,1,0,1,0,3,0,2,0,3,45,0,2,0,0,0,0,20,0,0,25,0,18
0.2,0,0,4,12,4,0.0,0,0,0.14285699999999998,0,0.0,0.0,8,0,0,0,1,1,0,0,0,1,0,2,8,6,29,0,2,129,0,0,0,0,0,0,0,0,2,0,0,48,76,54,0,0,0,0,0,3,18,14,2,3,2,11,15,3,14,1,39,2,2,2,6,1,21,3,38,1,0,0,0,3,12,21,0,7,0,0,0.14285699999999998,8,48,76,3,18,3,11,15,3,14,1,39,21,3,38,1,0,0,0,18,0,0,38,0,10
0.0,0,0,0,5,0,0.0,0,0,0.122807,0,0.0,0.0,7,0,0,0,1,1,0,0,0,0,0,1,4,1,20,0,2,124,0,0,0,0,0,0,0,0,2,0,0,50,69,43,0,0,0,0,0,7,24,0,1,3,1,3,7,0,4,0,39,1,0,0,2,1,16,0,31,0,2,0,0,0,5,9,0,1,0,0,0.119403,8,59,82,7,24,3,3,8,0,5,0,40,19,0,32,0,0,0,0,9,0,0,22,0,3
0.5,0,0,0,2,0,0.0,0,0,0.25,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,3,0,2,36,0,0,0,0,0,0,0,0,0,0,0,3,3,34,0,0,0,0,0,3,18,0,0,0,0,0,1,0,1,0,40,3,0,0,1,1,1,3,39,1,0,0,0,1,1,2,0,3,0,0,0.25,1,3,3,3,18,0,0,1,0,1,0,40,1,3,39,1,0,0,0,1,0,0,6,0,0
0.0869565,0,0,18,44,4,0.0,0,0,0.08587260000000001,0,0.0,0.0,31,0,0,0,0,1,0,0,0,3,0,0,17,56,91,0,2,500,0,0,0,0,0,0,0,0,1,0,0,330,422,79,0,0,0,0,0,10,10,16,3,10,3,10,45,10,45,4,45,0,0,0,62,0,222,10,45,4,4,0,0,4,42,107,0,13,0,0,0.08587260000000001,31,330,422,10,10,10,10,45,10,45,4,45,222,10,45,4,0,0,0,88,0,0,107,0,78
0.333333,0,0,4,5,1,0.0,0,0,0.25688099999999997,0,0.0,0.0,28,0,0,0,0,1,0,5,2,0,0,0,17,7,5,0,2,166,0,0,0,0,0,0,0,0,1,0,0,81,100,67,0,0,0,0,0,2,0,1,6,2,5,0,2,0,2,0,2,0,0,0,1,0,57,0,2,0,1,0,0,1,2,3,0,1,0,0,0.25688099999999997,28,81,100,2,0,2,0,2,0,2,0,2,57,0,2,0,0,0,0,19,0,0,11,0,14
0.07692310000000001,0,0,18,50,2,0.156704,1,8,0.061302699999999995,2,0.149306,0.138776,16,0,17,0,1,1,0,0,0,3,0,3,2,28,51,0,2,367,0,0,0,0,0,0,0,0,7,43,34,245,288,80,0,0,0,0,0,3,28,2,3,0,2,10,25,0,25,0,64,3,0,0,44,1,151,3,63,1,3,0,0,2,24,69,0,11,0,0,0.061302699999999995,16,245,288,3,28,0,10,25,0,25,0,64,151,3,63,1,0,0,0,64,0,0,83,2,47
0.482759,0,0,10,11,20,0.0,0,0,0.293671,0,0.0,0.0,116,0,0,0,1,1,0,2,0,1,0,0,93,20,62,0,2,528,0,0,0,0,0,0,0,0,6,0,0,279,452,54,0,0,0,0,0,4,22,36,3,4,3,22,34,0,28,0,34,0,1,1,10,0,150,0,28,0,1,0,0,14,15,44,0,7,0,1,0.28019299999999997,116,298,475,4,22,4,22,39,0,32,0,39,155,0,32,0,0,0,0,87,0,0,73,2,30
0.0,0,0,0,3,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,0,2,40,0,0,0,0,0,0,0,0,0,0,0,5,5,36,0,0,0,0,0,9,3,1,0,0,0,0,1,0,1,0,12,5,0,0,1,1,1,9,12,0,0,0,0,0,2,2,0,2,0,0,0.0,0,5,5,9,3,0,0,1,0,1,0,12,1,9,12,0,0,0,0,1,0,0,7,0,0
0.666667,0,0,17,1,4,0.0,0,0,0.247863,0,0.0,0.0,29,0,0,0,0,1,0,0,0,0,0,0,19,9,7,0,2,153,0,0,0,0,0,0,0,0,1,0,0,88,118,36,0,0,0,0,0,2,4,10,3,2,3,4,5,2,5,0,5,0,0,0,0,0,50,2,5,0,2,0,0,4,2,5,0,4,0,0,0.247863,29,88,118,2,4,2,4,5,2,5,0,5,50,2,5,0,0,0,0,27,0,1,11,0,27
0.333333,0,0,2,1,2,0.0,0,0,0.055555600000000004,0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,7,0,2,52,0,0,0,0,0,0,0,0,2,0,0,17,17,36,0,0,0,0,0,0,0,4,1,0,1,0,2,0,2,0,2,0,0,0,1,0,9,0,2,0,0,0,0,1,2,3,0,0,0,0,0.055555600000000004,1,17,17,0,0,0,0,2,0,2,0,2,9,0,2,0,0,0,0,4,0,0,8,0,3
0.5,0,0,10,2,2,0.0,0,0,0.322034,0,0.0,0.0,19,0,0,0,1,1,0,0,2,0,0,0,16,3,16,0,2,117,0,0,0,0,0,0,0,0,1,0,0,40,60,44,0,0,0,0,0,1,1,6,3,1,3,1,4,0,3,0,4,0,0,0,2,0,27,0,3,0,4,0,0,2,2,6,0,0,0,0,0.28169,20,51,74,3,1,3,1,7,0,6,0,7,33,0,6,0,2,0,0,12,0,0,17,2,19
0.0,0,0,2,0,2,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,0,2,56,0,0,0,0,0,0,0,0,1,0,0,19,24,33,0,0,0,0,0,1,0,1,1,1,1,0,9,1,9,0,9,0,0,0,0,0,11,1,9,0,0,0,0,0,10,9,0,4,0,0,0.0,0,19,24,1,0,1,0,9,1,9,0,9,11,1,9,0,0,0,0,10,0,0,25,0,3
0.14285699999999998,0,0,0,0,5,0.0,0,0,0.13333299999999998,0,0.0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,15,0,2,73,0,0,0,0,0,0,0,0,1,0,0,26,33,41,0,0,0,0,0,1,2,9,1,1,1,2,6,0,6,0,6,0,0,0,0,0,10,0,6,0,0,0,0,1,6,6,0,0,0,0,0.13333299999999998,4,26,33,1,2,1,2,6,0,6,0,6,10,0,6,0,0,0,0,7,0,0,15,0,0
0.416667,0,0,15,3,10,0.0,0,0,0.254717,0,0.0,0.0,27,0,0,0,1,1,0,0,1,0,0,0,26,2,22,0,2,172,0,0,0,0,0,0,0,0,10,0,0,79,123,41,0,0,0,0,0,2,0,18,2,2,2,0,11,1,11,1,11,0,0,0,2,0,57,1,11,1,0,0,0,5,7,13,0,4,0,0,0.234783,27,88,132,2,0,2,0,14,1,14,1,14,57,1,14,1,0,0,0,28,0,0,27,0,18
0.0,0,0,2,4,9,0.0,0,0,0.146341,0,0.0,0.0,6,0,0,0,1,1,0,0,1,0,0,0,0,2,15,0,2,83,0,2,0,0,0,0,0,0,4,0,0,35,43,41,0,0,0,0,0,1,0,16,2,1,1,0,6,0,6,0,6,0,0,0,5,0,14,0,6,0,0,0,0,0,7,11,0,0,0,0,0.146341,6,35,43,1,0,1,0,6,0,6,0,6,14,0,6,0,0,0,0,9,0,0,16,0,7
0.125,0,0,4,1,1,0.24255300000000002,1,3,0.054545500000000004,1,0.22033899999999998,0.25,3,0,11,0,0,1,0,0,0,0,0,0,3,6,17,0,2,98,0,0,0,0,0,0,0,0,1,13,13,52,59,40,0,0,0,0,0,2,5,1,1,2,1,5,7,2,7,0,7,0,0,0,0,0,24,2,7,0,0,0,0,1,7,7,0,4,0,0,0.054545500000000004,3,52,59,2,5,2,5,7,2,7,0,7,24,2,7,0,0,0,0,12,0,0,32,0,10
1.0,0,0,0,0,0,0.0,0,0,0.6,0,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.666667,0,0,2,8,3,0.102752,1,8,0.20746900000000001,2,0.097561,0.125654,50,0,9,0,0,1,0,5,2,0,0,0,30,19,9,0,2,300,0,0,0,0,0,0,0,0,1,24,24,191,246,55,0,0,0,0,0,0,0,3,4,0,4,0,5,0,5,0,5,0,0,0,5,0,138,0,5,0,1,0,1,4,2,10,0,3,0,0,0.20746900000000001,50,191,246,0,0,0,0,5,0,5,0,5,138,0,5,0,0,0,0,63,0,0,26,1,24
0.75,0,0,2,7,1,0.0,0,0,0.139344,0,0.0,0.0,17,0,0,0,0,1,0,3,0,0,0,0,11,14,7,0,2,175,0,0,0,0,0,0,0,0,1,0,0,105,124,52,0,0,0,0,0,1,1,1,4,1,4,1,3,0,3,0,3,0,0,0,6,0,52,0,3,0,0,0,0,3,1,9,0,1,1,0,0.139344,17,105,124,1,1,1,1,3,0,3,0,3,52,0,3,0,0,0,0,14,0,0,11,1,16
0.0,0,0,0,3,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,0,2,57,0,0,0,0,0,0,0,0,1,0,0,16,19,39,0,0,0,0,0,1,0,1,0,1,0,0,3,1,3,0,3,0,0,0,2,0,5,1,3,0,0,0,0,0,4,5,0,4,0,0,0.0,0,16,19,1,0,1,0,3,1,3,0,3,5,1,3,0,0,0,0,3,0,0,13,0,2
0.2,0,0,0,4,2,0.0,0,0,0.121951,0,0.0,0.0,5,0,0,0,0,1,0,0,0,0,0,0,3,3,11,0,2,84,0,0,0,0,0,0,0,0,1,0,0,36,42,43,0,0,0,0,0,1,1,2,2,1,1,1,4,1,4,0,4,0,0,0,2,0,16,1,4,0,0,0,1,1,4,6,0,4,0,0,0.121951,5,36,42,1,1,1,1,4,1,4,0,4,16,1,4,0,0,0,0,7,0,0,15,1,3
0.0,0,0,0,1,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,2,42,0,0,0,0,0,0,0,0,0,0,0,6,7,36,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,5,1,0,0,1,1,1,1,5,0,1,0,0,0,2,2,0,4,0,0,0.0,0,6,7,1,0,1,0,1,1,1,0,5,1,1,5,0,0,0,0,1,0,0,9,0,1
0.666667,0,0,0,0,1,0.0,0,0,0.2,0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,5,0,2,47,0,0,0,0,0,0,0,0,0,0,0,8,11,37,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0,2,0,0,0,0,0,2,1,2,0,1,0,0,2,1,2,0,4,0,0,0.2,2,8,11,1,0,1,0,2,1,2,0,2,2,1,2,0,0,0,0,2,0,0,9,0,2
0.11111099999999999,0,0,0,9,1,0.0,0,0,0.14516099999999998,0,0.0,0.0,9,0,0,0,0,1,0,0,0,0,0,2,3,6,19,0,2,113,0,0,0,0,0,0,0,0,1,0,0,53,65,49,0,0,0,0,0,6,0,1,1,6,1,0,8,6,8,2,19,2,0,0,0,1,27,6,19,6,0,0,0,1,8,8,0,5,0,0,0.14516099999999998,9,53,65,6,0,6,0,8,6,8,2,19,27,6,19,6,0,0,0,10,0,0,24,0,6
0.25,0,1,4,13,1,0.144985,1,6,0.0862944,2,0.11538499999999999,0.122222,17,0,14,0,1,1,0,0,0,1,0,1,7,58,31,0,2,259,0,0,0,0,0,0,0,0,5,24,22,180,208,52,0,0,0,0,0,6,0,1,3,6,3,0,15,6,15,4,15,1,0,0,11,1,95,6,15,4,0,0,0,4,12,26,0,5,0,0,0.0862944,17,180,208,6,0,6,0,15,6,15,4,15,95,6,15,4,0,0,0,49,0,0,52,0,63
0.0952381,0,1,10,16,2,0.05337080000000001,1,4,0.16185,2,0.0504505,0.0542986,84,0,14,0,1,1,0,2,13,1,0,0,57,70,84,0,2,637,0,0,0,0,0,0,0,0,3,28,24,435,546,83,0,0,0,0,0,7,1,2,3,7,3,1,41,5,20,0,41,0,0,0,13,0,188,5,20,0,17,0,0,2,19,54,0,9,0,0,0.159696,84,442,555,7,1,7,1,41,5,20,0,41,188,5,20,0,0,3,0,124,0,2,111,3,109
0.0,0,0,0,1,4,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,11,25,0,2,75,0,0,0,0,0,0,0,0,7,0,0,30,40,36,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,4,11,1,2,2,0,1,0,0,11,4,0,0,0,0,12,11,0,0,0,0,0.0,0,30,40,0,0,0,0,11,0,11,4,11,0,0,11,4,0,0,0,11,0,0,26,0,11
0.0,0,0,2,15,3,0.0,0,0,0.04,0,0.0,0.0,3,0,0,0,1,1,0,0,0,1,0,0,2,27,15,0,2,138,0,0,0,0,0,0,0,0,3,0,0,72,86,53,0,0,0,0,0,5,1,2,1,5,1,1,6,5,6,0,6,0,0,0,7,0,38,5,6,0,2,0,0,0,7,13,0,5,0,0,0.04,3,72,86,5,1,5,1,6,5,6,0,6,38,5,6,0,0,0,0,13,0,0,22,0,31
0.333333,0,0,6,18,4,0.0,0,0,0.300926,0,0.0,0.0,65,0,0,0,0,1,0,1,5,2,0,0,30,38,11,0,2,300,0,0,0,0,0,0,0,0,1,0,0,151,230,71,0,0,0,0,0,1,0,6,3,1,3,0,7,1,2,0,7,0,0,0,31,0,100,1,2,0,1,2,1,1,2,38,0,4,0,0,0.300926,65,151,230,1,0,1,0,7,1,2,0,7,100,1,2,0,0,0,0,46,0,0,18,1,50
0.3,0,0,6,11,1,0.0,0,0,0.152542,0,0.0,0.0,36,0,0,0,0,1,0,2,6,1,0,0,15,72,23,0,2,314,0,0,0,0,0,0,0,0,1,0,0,200,256,59,0,0,0,0,0,7,0,1,5,7,5,0,13,1,9,0,13,0,0,0,9,0,107,1,9,0,0,0,0,3,7,22,0,5,0,0,0.152542,36,200,256,7,0,7,0,13,1,9,0,13,107,1,9,0,0,0,0,57,0,1,31,0,83
0.0454545,0,0,0,13,2,0.0,0,0,0.0875912,0,0.0,0.0,12,0,0,0,1,1,0,0,1,1,0,0,11,22,47,0,2,213,0,0,0,0,0,0,0,0,3,0,0,125,157,57,0,0,0,0,0,11,1,1,1,11,1,1,22,10,21,1,22,0,0,0,4,0,41,10,21,1,10,0,0,1,21,26,0,9,0,0,0.0875912,12,125,157,11,1,11,1,22,10,21,1,22,41,10,21,1,0,0,0,26,0,0,58,0,33
0.5,0,0,0,9,2,0.0,0,0,0.1,0,0.0,0.0,5,0,0,0,2,1,0,0,0,0,0,0,3,7,26,0,2,119,0,0,0,0,0,0,0,0,2,0,0,45,55,53,0,0,0,0,0,0,3,2,3,0,3,3,5,0,5,0,5,0,0,0,4,0,28,0,5,0,0,0,0,3,3,9,0,0,0,0,0.0806452,5,57,67,0,3,0,3,11,0,11,3,22,34,0,22,7,0,0,0,11,0,0,28,0,7
0.0,0,0,0,1,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,7,0,3,122,0,0,0,0,0,0,0,0,0,0,0,15,17,106,0,0,0,0,0,4,0,0,0,4,0,0,2,0,2,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,3,2,0,0,0,0,0.0,0,15,17,4,0,4,0,2,0,2,0,2,5,0,2,0,0,0,0,2,0,0,7,0,4
0.4,0,0,14,9,17,0.0,0,0,0.254717,0,0.0,0.0,27,0,0,0,0,1,0,0,0,0,0,1,22,20,17,0,2,163,0,0,0,0,0,0,0,0,1,0,0,79,120,44,0,0,0,0,0,9,1,2,3,9,2,1,9,9,9,0,9,1,0,0,5,1,44,9,9,0,0,0,0,4,6,14,0,6,0,0,0.254717,27,79,120,9,1,9,1,9,9,9,0,9,44,9,9,0,0,0,0,30,0,0,23,0,34
0.0,0,0,4,2,14,0.0,0,0,0.0810811,0,0.0,0.0,6,0,0,0,0,1,0,0,0,0,0,0,4,1,19,0,2,131,0,0,0,0,0,0,0,0,1,0,0,68,93,39,0,0,0,0,0,9,4,20,2,9,2,4,8,5,8,0,8,0,4,4,0,0,32,5,8,0,0,0,1,0,9,8,3,6,0,0,0.0810811,6,68,93,9,4,9,4,8,5,8,0,8,32,5,8,0,0,0,0,13,0,0,25,4,5
0.2,0,0,0,1,11,0.0,0,0,0.3,0,0.0,0.0,9,0,0,0,0,1,0,0,0,0,0,0,9,2,9,0,2,73,0,0,0,0,0,0,0,0,1,0,0,21,36,38,0,0,0,0,0,6,0,1,1,6,1,0,4,6,4,0,4,0,0,0,0,0,6,6,4,0,0,0,0,1,4,4,0,5,0,0,0.3,9,21,36,6,0,6,0,4,6,4,0,4,6,6,4,0,0,0,0,5,0,0,14,0,2
0.22222199999999998,0,0,0,3,12,0.0,0,0,0.288462,0,0.0,0.0,15,0,0,0,0,1,0,0,0,0,0,0,15,5,15,0,2,110,0,0,0,0,0,0,0,0,1,0,0,37,57,50,0,0,0,0,0,5,1,8,1,5,1,1,8,5,8,0,8,0,0,0,0,0,12,5,8,0,1,0,0,2,7,8,0,5,0,0,0.267857,15,41,61,11,1,11,1,8,11,8,0,8,12,11,8,0,1,0,0,11,0,0,20,1,6
0.4,0,0,2,3,1,0.0,0,0,0.369668,0,0.0,0.0,78,0,0,0,0,1,0,0,0,1,0,0,57,22,13,0,2,273,0,0,0,0,0,0,0,0,1,0,0,133,189,85,0,0,0,0,0,4,6,1,2,4,2,6,9,0,9,0,9,0,0,0,14,0,86,0,9,0,0,0,0,4,6,23,0,1,0,0,0.369668,78,133,189,4,6,4,6,9,0,9,0,9,86,0,9,0,0,0,0,29,0,5,15,0,19
0.2,0,0,0,4,3,0.0,0,0,0.0333333,0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,1,6,11,0,2,69,0,0,0,0,0,0,3,0,1,0,0,29,33,37,0,0,0,0,0,1,0,5,1,1,1,0,4,1,4,0,4,1,0,0,2,1,14,1,4,0,0,0,0,1,4,6,0,4,0,0,0.0333333,1,29,33,1,0,1,0,4,1,4,0,4,14,1,4,0,0,0,0,7,0,0,15,0,9
0.5,0,0,41,26,7,0.0,0,0,0.32162199999999996,0,0.0,0.0,119,0,0,0,0,1,0,10,0,2,0,0,85,63,13,0,2,486,0,0,0,0,0,0,0,0,0,0,0,251,419,68,0,0,0,0,0,5,7,7,10,5,5,7,8,2,5,0,8,0,0,0,21,0,223,2,5,0,0,0,8,3,3,29,0,9,0,5,0.32162199999999996,119,251,419,5,7,5,7,8,2,5,0,8,223,2,5,0,0,0,0,72,0,0,34,12,105
0.173913,0,0,6,9,34,0.0,0,0,0.124481,0,0.0,0.0,30,0,0,0,1,1,0,0,6,0,0,0,21,12,47,0,2,323,0,2,0,0,0,0,5,0,2,0,0,211,277,47,0,0,0,0,0,9,6,93,2,9,2,6,26,5,22,1,26,0,0,0,11,0,121,5,22,1,0,0,0,4,19,37,0,9,3,1,0.124481,30,211,277,9,6,9,6,26,5,22,1,26,121,5,22,1,0,0,0,51,0,2,57,5,28
0.518987,0,0,37,43,82,0.0,0,0,0.297398,0,0.0,0.0,320,0,0,0,2,1,0,5,4,2,0,1,275,106,133,0,2,1327,0,1,0,0,0,0,0,0,10,0,0,756,1238,80,0,0,0,0,0,46,40,288,4,46,4,40,80,42,78,4,80,1,1,1,32,1,428,42,78,4,13,0,2,41,38,112,0,21,1,0,0.294659,320,766,1248,46,41,46,41,84,42,82,4,84,433,42,82,4,7,0,0,215,0,5,163,9,157
0.5,0,0,0,2,4,0.0,0,0,0.17647100000000002,0,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,1,3,0,5,0,2,51,0,0,0,0,0,0,0,0,0,0,0,14,14,38,0,0,0,0,0,9,4,2,1,0,1,0,1,0,1,0,9,1,0,0,1,1,5,5,9,0,0,0,0,1,1,2,0,2,0,0,0.17647100000000002,3,14,14,9,4,0,0,1,0,1,0,9,5,5,9,0,0,0,0,2,0,0,7,0,0
0.333333,0,0,0,2,1,0.0,0,0,0.125,0,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,1,3,0,7,0,2,60,0,0,0,0,0,0,0,0,0,0,0,21,22,39,0,0,0,0,0,9,5,1,1,0,1,1,2,0,2,0,10,1,0,0,2,1,7,5,10,0,0,0,0,1,2,4,0,2,0,0,0.125,3,21,22,9,5,0,1,2,0,2,0,10,7,5,10,0,0,0,0,3,0,0,9,0,0
0.5,0,0,17,16,3,0.0,0,0,0.22898600000000002,0,0.0,0.0,79,0,0,0,3,1,0,6,1,3,0,0,41,34,28,0,2,456,0,0,0,0,0,0,0,0,4,0,0,266,381,63,0,0,0,0,0,2,0,5,5,2,5,0,9,2,9,1,9,0,0,0,30,0,197,2,9,1,4,0,0,5,5,39,0,9,0,1,0.22066999999999998,79,279,394,2,0,2,0,13,2,13,1,13,204,2,13,1,0,0,0,57,0,0,49,1,56
0.0,0,2,4,3,6,0.0,0,0,0.0588235,0,0.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,2,74,0,0,0,0,0,0,0,0,1,0,0,32,38,37,0,0,0,0,0,4,0,2,3,4,3,0,2,4,2,0,2,0,0,0,2,0,15,4,2,0,1,0,0,0,3,4,0,4,0,0,0.0588235,2,32,38,4,0,4,0,2,4,2,0,2,15,4,2,0,0,0,0,9,0,0,11,0,12
0.0,0,0,0,3,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,7,0,2,61,0,0,0,0,0,0,0,0,0,0,0,22,25,37,0,0,0,0,0,9,5,1,3,0,3,1,2,0,1,0,10,1,0,0,1,1,11,5,9,0,0,0,0,0,2,3,0,2,0,0,0.0,0,22,25,9,5,0,1,2,0,1,0,10,11,5,9,0,0,0,0,7,0,0,9,0,3
0.14285699999999998,0,0,15,9,7,0.0,0,0,0.039473699999999994,0,0.0,0.0,3,0,0,0,0,1,0,3,0,0,0,2,2,16,15,0,2,128,0,0,0,0,0,0,0,0,1,0,0,73,84,45,0,0,0,0,0,23,12,2,4,4,4,4,6,4,6,0,31,2,0,0,6,1,54,23,31,0,0,0,0,1,6,12,0,5,0,0,0.039473699999999994,3,73,84,23,12,4,4,6,4,6,0,31,54,23,31,0,0,0,0,25,0,0,23,0,31
0.14285699999999998,0,0,2,6,24,0.0,0,0,0.07894739999999999,0,0.0,0.0,3,0,0,0,0,1,0,0,0,0,0,2,3,4,15,0,2,85,0,0,0,0,0,0,0,0,1,0,0,35,47,39,0,0,0,0,0,49,40,150,1,3,1,0,6,3,6,0,86,2,0,0,7,1,15,45,84,4,0,0,0,1,6,13,0,11,0,0,0.07894739999999999,3,35,47,49,40,3,0,6,3,6,0,86,15,45,84,4,0,0,0,9,0,0,26,0,6
0.19230799999999998,0,0,33,13,45,0.0,0,0,0.139706,0,0.0,0.0,38,0,0,0,1,1,0,0,0,1,0,1,35,58,49,0,2,364,0,0,0,0,0,0,0,0,2,0,0,234,316,49,0,0,0,0,0,19,8,23,3,19,3,8,25,19,25,0,25,1,1,1,6,1,140,19,25,0,3,0,0,5,21,31,0,11,0,0,0.139706,38,234,316,19,8,19,8,25,19,25,0,25,140,19,25,0,0,0,0,71,0,0,62,0,94
0.25,0,0,0,2,2,0.0,0,0,0.42105299999999996,0,0.0,0.0,8,0,0,0,0,1,0,0,0,0,0,1,8,0,7,0,2,53,0,0,0,0,0,0,0,0,0,0,0,11,11,43,0,0,0,0,0,9,4,2,0,0,0,0,3,0,3,0,11,1,0,0,2,1,3,5,11,0,0,0,0,1,3,5,0,2,0,0,0.42105299999999996,8,11,11,9,4,0,0,3,0,3,0,11,3,5,11,0,0,0,0,3,0,0,9,0,0
0.0,0,0,0,5,1,0.0,0,0,0.13513499999999998,0,0.0,0.0,5,0,0,0,0,2,0,0,0,0,0,1,0,4,9,0,3,505,0,0,0,0,0,0,0,0,1,0,0,32,42,464,0,0,0,0,0,33,6,1,1,0,1,1,3,0,3,0,40,1,0,0,5,1,17,27,36,0,0,0,0,0,4,8,0,4,0,0,0.13513499999999998,5,32,42,33,6,0,1,3,0,3,0,40,17,27,36,0,0,0,0,6,0,0,13,0,4
