@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L6524","0","0","0","0","0","0","0","0","1","0","0","7","2","4","6","1","8","0.571429","0.255814","11","11","4","3","0.255814","11","0","0","2","4","0","32","48","4","4","4","4","7","0","6","1","7","9","0","6","1","32","48","4","4","4","4","7","0","6","1","7","9","0","6","1","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L6546","0","0","0","0","0","0","0","0","0","0","0","1","2","3","4","1","2","0.5","0.375","3","3","1","1","0.375","3","1","1","2","2","1","5","5","4","4","0","0","1","0","1","0","8","1","0","7","1","5","5","4","4","0","0","1","0","1","0","8","1","0","7","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6554","0","0","0","0","0","0","0","0","0","0","0","4","2","1","1","1","5","0.6","0.346154","9","9","3","2","0.346154","9","2","2","0","0","1","17","27","5","5","1","1","4","0","4","1","12","6","0","11","2","17","27","5","5","1","1","4","0","4","1","12","6","0","11","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6573","0","0","0","0","0","0","0","0","0","0","0","4","2","2","1","1","5","0.6","0.346154","9","9","3","2","0.346154","9","2","2","0","0","1","17","27","5","5","1","1","4","0","4","1","12","6","0","11","2","17","27","5","5","1","1","4","0","4","1","12","6","0","11","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6589","0","0","0","0","0","0","0","0","0","0","0","5","2","2","1","1","6","0.833333","0.416667","15","15","5","1","0.416667","15","1","1","0","0","1","21","38","5","6","1","2","5","0","5","2","12","6","0","11","3","21","38","5","6","1","2","5","0","5","2","12","6","0","11","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6615","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","1","0.5","0.375","3","3","1","1","0.375","3","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6620","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","1","0.5","0.375","3","3","1","1","0.375","3","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6627","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","1","0.5","0.375","3","3","1","1","0.375","3","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","true"
"L6634","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","1","0.5","0.375","3","3","1","1","0.375","3","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","true"
"L6640","0","0","0","0","0","0","0","0","0","0","0","1","0","2","1","0","1","0.5","0.375","3","3","1","1","0.375","3","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6645","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0.5","0.375","3","3","1","1","0.375","3","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6649","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","5","5","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L6658","0","0","0","0","0","0","0","0","1","0","0","5","0","1","1","0","5","0.166667","0.08","2","2","1","5","0.08","2","0","0","0","0","0","23","31","2","2","2","2","5","0","5","1","5","6","0","5","1","23","31","2","2","2","2","5","0","5","1","5","6","0","5","1","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L6673","0","0","0","0","0","0","0","0","1","0","0","9","0","1","1","0","9","0.6","0.309091","17","17","6","4","0.309091","17","0","0","0","0","0","38","62","4","4","4","4","9","0","9","3","9","11","0","9","3","38","62","4","4","4","4","9","0","9","3","9","11","0","9","3","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L6708","0.412844","1","2","1","0.144578","0.217391","12","10","1","1","1","9","1","1","1","0","8","0.444444","0.211538","11","11","4","5","0.333333","23","0","0","0","0","0","41","67","5","5","5","5","8","0","8","1","8","14","0","8","1","46","83","8","5","8","5","8","3","8","1","8","14","3","8","1","0","0","24","0","6","0","0","0","0","10","0","0","0","0","0","0","0","5","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","false"
"L6753","0.405405","1","2","1","0.129032","0.208333","12","10","1","1","1","9","1","1","1","0","8","0.555556","0.254545","14","14","5","4","0.4","32","0","0","0","0","0","41","67","5","5","5","5","8","0","8","1","8","14","0","8","1","48","93","10","5","10","5","8","5","8","1","8","14","5","8","1","0","0","24","0","6","0","0","0","0","10","0","0","0","0","0","0","0","5","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","false"
"L6794","0","0","0","0","0","0","0","0","1","0","0","8","1","1","1","0","8","0.111111","0.0540541","2","2","1","8","0.0540541","2","0","0","0","0","0","35","46","4","4","4","4","8","0","8","2","8","10","0","8","2","35","46","4","4","4","4","8","0","8","2","8","10","0","8","2","0","0","19","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L6815","0","0","0","0","0","0","0","0","0","0","0","5","0","1","1","0","5","0.5","0.30303","10","10","3","3","0.30303","10","0","0","0","0","0","23","36","3","4","3","4","5","0","5","0","5","7","0","5","0","23","36","3","4","3","4","5","0","5","0","5","7","0","5","0","0","0","7","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L6833","0","0","0","0","0","0","0","0","1","0","0","10","1","1","1","0","10","0.454545","0.245614","14","14","5","6","0.245614","14","0","0","0","0","0","43","68","4","5","4","5","10","0","10","3","10","12","0","10","3","43","68","4","5","4","5","10","0","10","3","10","12","0","10","3","0","0","15","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L6885","0","0","0","0","0","0","0","0","0","0","0","5","2","8","8","1","6","0.6","0.30303","10","10","3","2","0.30303","10","0","0","7","13","0","23","36","3","4","3","4","5","0","4","0","5","7","0","4","0","23","36","3","4","3","4","5","0","4","0","5","7","0","4","0","0","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L7870","0","0","0","0","0","0","0","0","1","4","3","22","2","1","0","6","10","0","0.183673","18","14","0","2","0.183673","18","0","0","0","0","0","80","116","2","1","2","1","4","0","1","0","4","51","0","1","0","80","116","2","1","2","1","4","0","1","0","4","51","0","1","0","0","0","8","3","8","0","0","0","0","0","0","0","0","1","0","0","0","6","7","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L2369","0.540816","1","2","1","0.423077","0.428571","11","9","1","1","1","4","4","1","1","3","5","0","0","0","0","0","3","0","0","0","0","0","0","0","21","26","4","0","4","0","2","0","2","0","2","10","0","2","0","21","26","4","0","4","0","2","0","2","0","2","10","0","2","0","0","0","17","0","1","0","0","0","0","10","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8276","0","0","0","0","0","0","0","0","1","2","2","11","4","1","1","6","10","0.333333","0.0625","3","3","1","2","0.0625","3","0","0","0","0","0","45","54","5","0","5","0","4","0","2","0","4","23","0","2","0","45","54","5","0","5","0","4","0","2","0","4","23","0","2","0","0","0","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2433","0.490741","1","2","1","0.392857","0.391304","11","9","1","1","1","4","5","1","1","3","5","0","0","0","0","0","3","0","0","0","0","0","0","0","23","28","5","0","5","0","2","0","2","0","2","11","0","2","0","23","28","5","0","5","0","2","0","2","0","2","11","0","2","0","0","0","17","0","1","0","0","0","0","10","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8323","0","0","0","0","0","0","0","0","1","1","1","9","4","1","1","5","9","0.5","0.115385","6","3","1","1","0.115385","6","0","0","0","0","0","46","57","6","0","6","0","4","0","1","0","4","21","0","1","0","46","57","6","0","6","0","4","0","1","0","4","21","0","1","0","0","0","13","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L970","0","0","0","0","0","0","0","0","1","0","0","2","3","2","1","3","5","0","0","0","0","0","3","0","0","0","0","0","0","0","16","19","3","0","3","0","2","0","2","0","2","5","0","2","0","20","23","3","0","3","0","3","0","3","0","3","6","0","3","0","0","0","12","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L1112","0","0","0","0","0","0","0","0","1","3","3","8","11","1","1","21","24","0","0.0322581","2","0","0","3","0.0322581","2","0","0","0","0","0","60","74","2","0","2","0","3","0","2","0","3","42","0","2","0","60","74","2","0","2","0","3","0","2","0","3","42","0","2","0","0","0","12","7","21","0","0","0","0","0","0","0","0","0","0","3","0","14","9","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L5199","0","0","0","0","0","0","0","0","1","1","1","3","1","1","1","1","3","0.333333","0.482759","14","11","1","2","0.482759","14","0","0","0","0","0","15","20","1","0","1","0","2","0","2","0","2","5","0","2","0","15","20","1","0","1","0","2","0","2","0","2","5","0","2","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L5328","0","0","0","0","0","0","0","0","1","2","2","3","3","1","0","5","6","0","0.2","3","0","0","2","0.2","3","0","0","0","0","0","12","13","0","0","0","0","1","0","1","0","1","5","0","1","0","12","13","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L7880","0","0","0","0","0","0","0","0","1","1","1","2","3","1","0","5","6","0","0","0","0","0","2","0","0","0","0","0","0","0","9","10","0","0","0","0","1","0","1","0","1","3","0","1","0","9","10","0","0","0","0","1","0","1","0","1","3","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8422","0.297143","2","6","2","0.255814","0.272727","11","9","1","2","2","9","7","1","1","12","15","0","0","0","0","0","3","0","0","0","0","0","0","0","33","43","1","0","1","0","3","0","2","0","3","19","0","2","0","33","43","1","0","1","0","3","0","2","0","3","19","0","2","0","0","0","20","0","2","0","0","0","0","10","0","0","0","0","0","1","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L2237","0.282209","1","3","1","0.232558","0.235294","10","8","1","2","2","6","7","1","1","11","13","0","0","0","0","0","3","0","0","0","0","0","0","0","34","43","2","0","2","0","2","0","2","0","2","21","0","2","0","34","43","2","0","2","0","2","0","2","0","2","21","0","2","0","0","0","18","0","3","0","0","0","0","10","0","0","0","0","0","1","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L7885","0","0","0","0","0","0","0","0","1","3","3","8","4","1","0","5","6","0","0","0","0","0","2","0","0","0","0","0","0","0","24","30","1","0","1","0","1","0","1","0","1","13","0","1","0","24","30","1","0","1","0","1","0","1","0","1","13","0","1","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","false"
"L8474","0","0","0","0","0","0","0","0","1","0","0","2","1","1","1","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","10","12","1","0","1","0","2","0","2","0","2","2","0","2","0","10","12","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L7890","0","0","0","0","0","0","0","0","1","1","1","2","1","1","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","8","8","0","0","0","0","1","0","1","0","1","2","0","1","0","8","8","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8505","0","0","0","0","0","0","0","0","1","1","1","3","2","2","2","4","6","0","0","0","0","0","3","0","0","0","0","0","0","0","16","19","2","0","2","0","2","0","2","0","2","6","0","2","0","16","19","2","0","2","0","2","0","2","0","2","6","0","2","0","0","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L5862","0","0","0","0","0","0","0","0","1","2","2","11","10","1","2","16","19","0","0.0416667","2","0","0","3","0.0416667","2","0","0","0","0","0","46","62","2","0","2","0","3","0","2","0","3","29","0","2","0","46","62","2","0","2","0","3","0","2","0","3","29","0","2","0","0","0","10","0","3","0","0","0","0","0","0","0","0","0","0","1","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8537","0","0","0","0","0","0","0","0","1","2","2","8","3","1","1","2","4","0","0","0","0","0","3","0","0","0","0","0","0","0","24","27","3","0","3","0","2","0","2","0","2","11","0","2","0","24","27","3","0","3","0","2","0","2","0","2","11","0","2","0","0","0","7","0","6","0","0","0","0","0","0","0","0","0","0","0","0","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8553","0","0","0","0","0","0","0","0","1","2","2","17","10","2","2","9","14","0","0.0151515","1","0","0","5","0.0151515","1","0","0","0","0","0","65","86","7","0","7","0","5","0","4","0","5","36","0","4","0","65","86","7","0","7","0","5","0","4","0","5","36","0","4","0","0","0","14","0","22","0","0","0","0","0","0","0","0","0","0","0","0","16","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","0","0","0","false"
"L8250","0","0","0","0","0","0","0","0","1","3","3","10","4","1","0","5","8","0","0","0","0","0","2","0","0","0","0","0","0","0","35","40","0","0","0","0","3","0","1","0","3","21","0","1","0","39","44","0","0","0","0","4","0","2","0","4","22","0","2","0","0","0","14","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8614","0","0","0","0","0","0","0","0","1","1","1","4","2","1","1","1","3","0","0.0714286","2","0","0","3","0.0714286","2","0","0","0","0","0","26","33","5","0","5","0","2","0","2","0","2","12","0","2","0","26","33","5","0","5","0","2","0","2","0","2","12","0","2","0","0","0","7","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L7875","0","0","0","0","0","0","0","0","1","3","3","15","3","6","6","3","7","0.6","0.222222","18","16","3","2","0.222222","18","0","0","0","0","0","63","95","2","0","2","0","4","0","4","0","4","35","0","4","0","63","95","2","0","2","0","4","0","4","0","4","35","0","4","0","0","0","5","0","10","0","0","0","0","0","0","0","0","0","0","0","0","10","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8668","0","0","0","0","0","0","0","0","1","0","0","2","0","1","1","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","10","12","1","0","1","0","2","0","2","0","2","2","0","2","0","10","12","1","0","1","0","2","0","2","0","2","2","0","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8674","0","0","0","0","0","0","0","0","1","3","3","14","2","1","1","7","11","0","0","0","0","0","4","0","0","0","0","0","0","0","70","85","6","0","6","0","4","0","3","0","4","39","0","3","0","70","85","6","0","6","0","4","0","3","0","4","39","0","3","0","0","0","12","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","false"
"L6025","0","0","0","0","0","0","0","0","1","1","1","4","3","1","1","6","8","0","0","0","0","0","3","0","0","0","0","0","0","0","18","22","2","0","2","0","2","0","2","0","2","7","0","2","0","18","22","2","0","2","0","2","0","2","0","2","7","0","2","0","0","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8732","0","0","0","0","0","0","0","0","2","0","0","3","3","1","3","11","14","0","0","0","0","0","1","0","0","0","0","0","0","0","17","23","8","0","8","0","3","8","0","0","3","2","8","0","0","17","23","8","0","8","0","3","8","0","0","3","2","8","0","0","0","0","15","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","false"
"L5816","0","0","0","0","0","0","0","0","1","2","2","33","11","3","2","18","27","0.428571","0.221239","25","24","3","4","0.221239","25","1","1","0","0","1","88","146","5","2","2","0","9","0","6","0","13","53","0","10","0","88","146","5","2","2","0","9","0","6","0","13","53","0","10","0","0","0","15","0","15","0","0","0","0","0","0","0","0","0","1","2","0","13","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","false"
"L3651","0","0","0","0","0","0","0","0","1","1","1","4","3","8","1","7","9","0.5","0.136364","3","3","1","1","0.06","3","0","0","0","0","0","19","30","6","0","6","0","2","6","1","0","2","6","6","1","0","47","63","15","1","15","1","6","14","3","0","6","13","14","3","0","0","0","21","1","5","0","0","0","0","0","0","0","0","0","0","0","0","4","15","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","false"
"L2522","0","0","0","0","0","0","0","0","2","3","2","14","8","2","2","10","16","0","0","0","0","0","7","0","0","1","1","0","0","1","42","56","4","5","1","3","6","0","6","0","10","21","0","10","0","42","56","4","5","1","3","6","0","6","0","10","21","0","10","0","0","2","16","0","11","0","0","0","0","0","0","1","0","0","0","0","0","13","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8870","0","0","0","0","0","0","0","0","2","4","3","54","9","3","6","10","22","0","0.01875","3","3","0","8","0.01875","3","0","0","0","0","0","157","203","0","2","0","2","12","0","7","0","12","102","0","7","0","157","203","0","2","0","2","12","0","7","0","12","102","0","7","0","0","0","29","0","10","0","0","0","0","0","0","1","0","1","0","0","0","10","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","true"
"L8918","0","0","0","0","0","0","0","0","1","2","2","8","3","4","3","12","16","0.5","0.142857","6","5","1","1","0.142857","6","0","0","0","0","0","36","51","7","0","7","0","4","6","1","0","4","16","6","1","0","36","51","7","0","7","0","4","6","1","0","4","16","6","1","0","0","0","14","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","true"
"L5821","0","0","0","0","0","0","0","0","2","1","1","15","12","2","1","12","20","0.444444","0.333333","24","24","4","5","0.333333","24","1","1","0","0","1","48","87","3","2","0","0","8","0","8","0","12","25","0","12","0","48","87","3","2","0","0","8","0","8","0","12","25","0","12","0","0","0","11","0","7","0","0","0","0","0","0","1","0","0","0","1","0","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","true"
